geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0044282	small molecule catabolic process	http://amigo.geneontology.org/amigo/term/GO:0044282	328	60	23.51110791573801	2.551985223964577	1.141842176366481e-11	9.271758472095826e-9	11430;11652;11669;11720;11816;12041;12894;14080;14085;14317;14718;14874;15445;15586;15587;16367;16548;16828;16922;16973;17308;18478;18979;19299;19703;20322;20425;21991;26458;30956;52430;56189;56720;56794;58810;66194;66887;67460;70266;70789;71755;75894;76282;76974;93732;99586;104174;107747;108682;109685;110391;212647;216456;224530;230163;231691;232078;234724;257635;434437	Ftcd;Tat;Pon1;Apoe;Akt2;Hyal2;Hyal1;Dhdh;Qdpr;Pah;Mgat1;Shmt1;Acox1;Gstz1;Acox2;Hacl1;Gpt;Pycrl;Tpi1;Gldc;Cpt1a;Lrp5;Got1;Urah;Phyh;Kynu;Sord;Adal;Slc27a2;Tdo2;Abcd3;Decr1;Aldob;Echdc2;Akr1a1;Aldh4a1;Khk;Hpd;Aldh2;Sdsl;Sds;Aass;Aldh1l1;Fah;Bckdk;Renbp;Gpt2;Amt;Dpyd;Hyal3;Prodh2;Mat1a;Kyat1;Gls2;Lonp2;Fabp1;Thnsl2;Irs1;Acat3;Ldha
GO:0055088	lipid homeostasis	http://amigo.geneontology.org/amigo/term/GO:0055088	130	30	9.318426917822991	3.2194275133091583	7.455277284407202e-9	1.816426827949691e-6	11425;11430;11539;11806;11807;11808;11814;11816;12606;13660;13850;14385;14718;15378;15451;16816;16973;17777;17846;26424;57875;65970;66113;66508;66853;67800;77371;93732;217166;231103	Hpn;Angptl4;Apoe;Apoa2;Hnf4a;Acox1;Nr1d1;Acox2;Ephx2;Lima1;Ehd1;Lrp5;Got1;Pnpla2;Nr5a2;Mttp;Dgat2;Lamtor1;Apoa5;Apoa4;Apoc3;Apoa1;Slc37a4;Cebpa;Lcat;Sec24a;Adora1;Commd1;Gckr;Apoc4
GO:0016053	organic acid biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0016053	349	56	25.016392264001723	2.2385322155578486	8.757978120499388e-9	1.816426827949691e-6	11808;11812;12116;12189;12499;13808;14121;14287;14431;14718;14979;15378;15586;16548;16828;17001;17319;17869;18478;18627;19013;19299;20425;21391;21405;21991;22235;23945;26458;26459;30956;50721;56615;57320;57874;58810;64918;66113;66194;67873;68801;70789;72999;74156;96979;99586;104923;109900;111175;212980;216456;217166;230163;231691;232078;235623	Insig2;Mri1;Mgst1;Fpgs;Hyal1;Brca1;Hnf4a;Pah;Gamt;Ltc4s;Shmt1;Adi1;Nr1d1;Entpd5;Acot12;Myc;Ppara;Pycrl;Tpi1;Got1;Asl;Pecr;Slc45a3;Ptges2;Kynu;Slc27a2;Abcd3;Aldob;Akr1a1;Park7;Khk;Ugdh;Hnf1a;Sds;Aass;Tbxas1;Slc27a5;Apoa5;Apoa4;Elovl5;Scap;Mgll;Mif;Dpyd;Hacd3;Sirt6;Apoc1;Bhmt2;Gls2;Thnsl2;Per2;Eno3;Ldha;Fbp1;H2-Ke6;Bhmt
GO:0006520	cellular amino acid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006520	260	46	18.636853835645983	2.468227760203688	8.947915408619167e-9	1.816426827949691e-6	11720;12041;12116;14085;14287;14317;14431;14630;14718;14874;15378;15445;18453;18478;20425;30956;56189;56448;56720;57320;64918;66194;67873;70266;70789;71941;75387;75986;76282;99586;104174;104923;108682;109652;109900;110391;112406;212647;216456;229905;231691;232078;234724;246221;257635;434437	Ftcd;Tat;Mri1;Fpgs;Qdpr;Hnf4a;Pah;Gamt;Shmt1;Adi1;Gstz1;Gpt;Pycrl;Acy1;Gldc;P4hb;Got1;Asl;Kynu;Tdo2;Gclm;Aldh4a1;Park7;Hpd;Sirt4;Sdsl;Sds;Aass;Fah;Bckdk;Gpt2;Amt;Dpyd;Prodh2;Mat1a;Kyat1;Kyat3;Agmat;Bhmt2;Gls2;Thnsl2;Cars2;Egln2;Cyp2d22;Mpst;Bhmt
GO:1901615	organic hydroxy compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:1901615	457	66	32.75785462650082	2.0147839580009177	3.071254750519614e-8	4.987717714843853e-6	11607;11669;11806;11807;11808;11812;11814;11816;12359;12606;12660;12724;13202;13849;13850;14085;14385;14718;15360;15451;15485;16816;16828;16971;16973;17777;18478;18627;18797;18830;18979;18984;19014;20148;20280;20322;21405;21991;26424;26458;26459;50500;54150;56448;56632;57320;65970;66113;67078;67800;69718;72017;72562;72999;76500;83429;103161;103711;110198;110391;110524;111175;217166;233011;235623;791260	Hpn;Ddt;Pon1;Apoe;Insig2;Itpkc;Dgkq;Por;Apoa2;Ctns;Qdpr;Pltp;Med1;Pnpo;Hsd17b1;Pah;Nr1d1;Pcbd2;Ephx2;Clcn2;Lima1;Tpi1;Chka;Lrp5;Plcb3;Got1;Pecr;Nr5a2;Cyb5r1;Cat;Sord;Slc27a2;Hmgcs2;Mttp;Scp2;Akr7a5;Park7;Aldh2;Hnf1a;Slc27a5;Fah;Dgat2;Apoa5;Apoa4;Apoc3;Apoa1;Slc37a4;Scap;Ip6k2;Cebpa;Lcat;Ephx1;Rdh7;Lrp1;Apoc1;Pgp;Apof;Agtr1a;Per2;Sphk2;Ipmk;Cyp2d22;Ldha;Dhrs3;Ttpa;Tomt
GO:0008202	steroid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0008202	276	46	19.783737148608814	2.3251420929455033	5.924723700534429e-8	8.018126074723261e-6	11607;11806;11807;11808;11812;11814;11816;12359;12606;12724;13106;13850;14385;14979;15360;15483;15485;15486;16816;16971;16973;17777;18979;18984;19014;20280;20850;20851;21405;26424;26458;26459;56448;65970;66113;66508;67800;72017;72999;74032;78925;103161;110524;217166;235623;394432	Pon1;Apoe;Insig2;Stat5a;Dgkq;Por;Apoa2;Hsd11b1;Med1;Hsd17b1;Nr1d1;Stat5b;Srd5a1;Ephx2;Clcn2;Lima1;Lrp5;Cyp2e1;Nr5a2;Cyb5r1;Cat;Slc27a2;Hmgcs2;Mttp;Scp2;Hnf1a;Slc27a5;Dgat2;Lamtor1;Hsd17b2;Apoa5;Apoa4;Apoc3;Apoa1;Slc37a4;Scap;Sdr42e1;Cebpa;Lcat;Lrp1;Apoc1;Apof;Agtr1a;Cyp2d22;H2-Ke6;Ugt1a7c
GO:0006091	generation of precursor metabolites and energy	http://amigo.geneontology.org/amigo/term/GO:0006091	389	58	27.883600546408797	2.080075702686466	7.012561697994357e-8	8.134571569673454e-6	11429;11430;11652;11814;11848;11946;12176;12359;12499;12869;13808;14121;14194;14385;14527;14533;14782;16195;16367;16548;16828;17319;17842;17869;17995;18627;18682;18984;19013;19047;20411;20930;21991;26459;30956;50721;50776;52637;56451;57320;64384;66359;66416;66445;66592;67680;68267;68550;73046;74178;75406;75530;96979;107197;217166;230163;320720;100126824	Akt2;Ppp1cc;Por;Rhoa;Sdhb;Surf1;Slc25a22;Ndufs7;Lyrm7;Polg2;Acox1;Nr1d1;Glrx5;Entpd5;Il6st;Myc;Ppara;Aco2;Cyc1;Tpi1;Sorbs1;Gcgr;Atp5a1;Sirt3;Cox8b;Phkg1;Cox20;Fh1;Ptges2;Fastkd1;Cat;Aldob;Stoml2;Park7;Khk;Aass;Slc27a5;Gsr;Apoc3;Slc37a4;Mif;Sirt6;Cisd1;Ndufv1;Ndufa7;Stk40;Tefm;Suclg1;Per2;Irs1;Eno3;Ldha;Mup3;Fbp1;Uqcc3;Bnip3;Bloc1s1;Sco2
GO:0051186	cofactor metabolic process	http://amigo.geneontology.org/amigo/term/GO:0051186	488	66	34.97994104536631	1.8867956328000395	3.7289419307917626e-7	3.784876059753639e-5	11720;11808;12359;12499;13808;14121;14287;14317;14431;14630;14718;14782;14869;14870;14871;14874;15360;15378;15483;16548;16828;16922;17319;17869;18477;18478;19013;20280;20425;21405;21672;21991;26363;30956;50721;54683;55951;56451;56615;56720;57320;58810;64918;67800;67873;68066;68801;70456;70789;71743;72562;74156;74637;75475;78797;83429;102247;103140;103711;107747;108682;110198;110391;229905;230163;234724	Ftcd;Gstt1;Gstt3;Tat;Coasy;Mri1;Prdx2;Ctns;Shpk;Ndor1;Mgst1;Fpgs;Qdpr;Hsd11b1;Hnf4a;Pnpo;Slc25a39;Pah;Gamt;Shmt1;Gstz1;Entpd5;Pcbd2;Acot12;Btd;Myc;Ppara;Oplah;Tpi1;Mpc1;Prdx5;Got1;Mpc2;Phyh;Kynu;Cat;Hmgcs2;Tdo2;Gclm;Aldob;Scp2;Prdx1;Akr1a1;Akr7a5;Park7;Khk;Hnf1a;Aass;Aldh1l1;Dgat2;Gpat4;Gsr;Gpt2;Apoa4;Elovl5;Mif;Sirt6;Mat1a;Gstp2;Kyat3;Bhmt2;Suclg1;Eno3;Gstp1;Ldha;Fbp1
GO:0046486	glycerolipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046486	323	49	23.152706880437126	2.116383205343585	4.340189039275799e-7	3.915814999879943e-5	11806;11807;11808;11812;11814;11816;12359;12660;12702;12894;13106;14385;16195;16816;17691;17777;18606;18709;18797;18979;23945;26459;54673;55979;56636;66113;66461;66592;66853;67078;67181;67512;67800;68671;70325;72999;76500;77582;77583;102247;103161;110524;110911;170749;212862;214253;225049;232086;327942	Pon1;Apoe;Insig2;Dgkq;Apoa2;Pigl;Mtmr4;Ctdnep1;Il6st;Enpp2;Sik1;Chka;Cpt1a;Plcb3;Pcyt2;Cyp2e1;Pnpla2;Agpat2;Cat;Mttp;Stoml2;Slc27a5;Dgat2;Fgf21;Gpat4;Pik3r2;Apoa5;Apoa4;Apoc3;Apoa1;Slc37a4;Ip6k2;Mgll;Agpat1;Lcat;Mboat7;Ttc7;Sh3glb1;Apoc1;Notum;Pgp;Pigw;Apof;Socs3;Tmem150a;Cds2;Chpt1;Ptpmt1;Etnk2
GO:0030258	lipid modification	http://amigo.geneontology.org/amigo/term/GO:0030258	224	38	16.056366381479616	2.366662487462387	5.291415752228801e-7	4.2966295908097865e-5	11430;11607;11652;11806;11807;11808;11816;12702;12894;13850;14080;14421;16367;16816;16922;18709;18984;19013;19299;26458;52430;56632;56794;66113;66508;66887;67460;67800;72674;75387;76500;93732;110524;170749;224530;225049;228368;232086	Apoe;Akt2;Dgkq;Por;Apoa2;B4galnt1;Mtmr4;Acox1;Acox2;Hacl1;Ephx2;Ppara;Cpt1a;Adipor1;Phyh;Slc27a2;Abcd3;Decr1;Echdc2;Sirt4;Dgat2;Lamtor1;Pik3r2;Apoa5;Apoa4;Apoa1;Ip6k2;Lcat;Ttc7;Lonp2;Agtr1a;Slc35c1;Socs3;Fabp1;Tmem150a;Irs1;Sphk2;Acat3
GO:0019216	regulation of lipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0019216	333	49	23.869508951038895	2.052828154132066	1.0858031340710284e-6	8.015201316960682e-5	11539;11607;11652;11806;11807;11808;11812;11814;11816;12189;12702;12724;12894;13850;14080;15378;15902;16367;17691;17842;18709;18984;19013;20280;20411;20850;20851;54673;56636;57875;66113;66508;66592;66853;66887;67181;67800;68801;71660;72674;72999;75387;110524;170749;192652;212980;217166;232430;235623	Angptl4;Apoe;Insig2;Stat5a;Akt2;Dgkq;Por;Apoa2;Rarres2;Brca1;Hnf4a;Mtmr4;Ctdnep1;Id2;Nr1d1;Stat5b;Ephx2;Ppara;Clcn2;Sik1;Cpt1a;Sorbs1;Pnpla2;Slc45a3;Adipor1;Stoml2;Scp2;Sirt4;Dgat2;Fgf21;Lamtor1;Pik3r2;Apoa5;Apoa4;Apoc3;Apoa1;Elovl5;Scap;Crebl2;Sh3glb1;Apoc1;Adora1;Wdr81;Lonp2;Agtr1a;Socs3;Fabp1;Irs1;Mup3
GO:0042180	cellular ketone metabolic process	http://amigo.geneontology.org/amigo/term/GO:0042180	182	32	13.045797684952188	2.4528971529974544	1.865309946058602e-6	1.2621930634996542e-4	11652;11808;11812;12189;12724;12894;14080;15378;15485;16367;19013;20280;20851;21991;56720;57320;66113;66887;67800;68801;70266;70789;72999;75387;78925;110198;110524;212980;217166;229905;235623;545817	Insig2;Akt2;Dgkq;Brca1;Hnf4a;Hsd17b1;Nr1d1;Stat5b;Srd5a1;Ppara;Clcn2;Tpi1;Cpt1a;Slc45a3;Kynu;Tdo2;Scp2;Akr7a5;Park7;Sirt4;Cyp2w1;Dgat2;Apoa5;Apoa4;Elovl5;Scap;Kyat1;Kyat3;Apoc1;Lonp2;Fabp1;Irs1
GO:0042737	drug catabolic process	http://amigo.geneontology.org/amigo/term/GO:0042737	151	28	10.823711266086706	2.5869130570519507	2.788488923544108e-6	1.7417330814752428e-4	11669;11808;12359;13101;13105;13106;14085;14874;15445;18171;18477;18478;18984;19703;21672;30956;54683;56448;75894;76279;99586;104174;110391;234724;380997;434437;545123;545817	Tat;Prdx2;Por;Qdpr;Pah;Gstz1;Cyp2d26;Nr1i2;Gldc;Prdx5;Cyp2e1;Cat;Adal;Prdx1;Hpd;Aldh2;Cyp2w1;Aass;Fah;Renbp;Apoa4;Amt;Dpyd;Cyp2d22;Cyp2d11;Cyp2d9;Cyp2d10;Cyp2d12
GO:0006638	neutral lipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006638	121	24	8.6733050542814	2.767111251108698	4.2252302536738284e-6	2.3059612103306648e-4	11806;11807;11808;11812;11814;11816;12359;12894;13106;14385;16195;17691;17777;23945;26459;56636;66113;66853;67181;67800;72999;102247;103161;110524	Apoe;Insig2;Dgkq;Apoa2;Ctdnep1;Il6st;Sik1;Cpt1a;Cyp2e1;Pnpla2;Cat;Mttp;Slc27a5;Dgat2;Fgf21;Gpat4;Apoa5;Apoa4;Apoc3;Apoa1;Slc37a4;Mgll;Apoc1;Apof
GO:1901361	organic cyclic compound catabolic process	http://amigo.geneontology.org/amigo/term/GO:1901361	481	62	34.47817959594507	1.798238791217728	4.259780560955662e-6	2.3059612103306648e-4	11816;12499;12696;13808;13850;14085;14121;14317;14874;15254;15445;15483;16548;16828;17308;17319;17869;18173;18478;19013;21991;22687;22695;27756;50721;50783;51810;52830;56189;56720;59092;66194;67724;68209;68544;69537;69724;70044;70266;70789;73158;75894;76974;78925;99586;103850;107747;109075;110385;110391;192160;212647;214290;214627;230163;230753;234069;234724;320720;353190;394432;791260	Ftcd;Tat;Apoe;Lsm2;Qdpr;Hsd11b1;Dnase1l1;Pah;Hint1;Mgat1;Gstz1;Entpd5;Srd5a1;Ephx2;Pop1;Myc;Ppara;Pycrl;Tpi1;Pcbp4;Rnaseh2c;Urah;Slc11a1;Kynu;Fastkd1;Adal;Tdo2;Aldob;Pnrc2;Aldh4a1;Khk;Hpd;Aldh1l1;Fah;Pde4c;Lsm4;Zpr1;Nt5m;Mif;Dpyd;Exosc4;Sirt6;Tut7;Tent4b;Prodh2;Larp1;Pcid2;Edc3;Hnrnpu;Kyat1;Trir;Thrap3;Zfp36;Cirbp;Rnaseh2a;Eno3;Ldha;Fbp1;Tut1;Tomt;Casc3;Ugt1a7c
GO:0062012	regulation of small molecule metabolic process	http://amigo.geneontology.org/amigo/term/GO:0062012	331	47	23.72614853691854	1.9809367680079515	4.871320917532174e-6	2.442093881786573e-4	11652;11808;11812;11814;11816;11848;12048;12189;12499;12724;12894;13850;14080;14121;14527;15378;15483;16010;16367;16548;17319;17691;17842;17869;18984;19013;20280;20411;20869;50721;57320;59090;66113;66887;67078;67800;68734;68801;72674;72999;75387;110524;212980;217166;231103;235623;331623	Apoe;Stk11;Insig2;Akt2;Dgkq;Por;Bcl2l1;Rhoa;Hsd11b1;Brca1;Igfbp4;Hnf4a;Nr1d1;Entpd5;Ephx2;Myc;Ppara;Clcn2;Sik1;Cpt1a;Sorbs1;Gcgr;Slc45a3;Adipor1;Scp2;Park7;Khk;Sirt4;Dgat2;Apoa5;Apoa4;Apoc3;Elovl5;Scap;Mif;Sirt6;Midn;Bend3;Apoc1;Ppp4r3a;Pgp;Lonp2;Fabp1;Irs1;Gckr;Mup3;Fbp1
