geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0006091	generation of precursor metabolites and energy	http://amigo.geneontology.org/amigo/term/GO:0006091	389	47	21.786684880293336	2.157280938253842	5.062450934012475e-7	4.1107101584181294e-4	11429;11814;11848;12176;12359;12869;13808;14121;14194;14385;14527;14533;14782;16195;16548;17319;18682;18984;19047;20930;26459;30956;50776;52331;52637;57320;64384;66416;66445;66592;67680;68263;68267;68550;71724;72900;73046;74114;74178;74185;75406;96979;107197;216558;216974;217166;320720	Ugp2;Crot;Ppp1cc;Por;Rhoa;Sdhb;Surf1;Slc25a22;Ndufs7;Polg2;Nr1d1;Glrx5;Pdhb;Il6st;Aco2;Cyc1;Gbe1;Ndufv2;Gcgr;Sirt3;Cox8b;Phkg1;Fh1;Ptges2;Fastkd1;Cat;Stoml2;Park7;Khk;Aass;Slc27a5;Gsr;Apoc3;Slc37a4;Mif;Cisd1;Ndufa7;Stk40;Proca1;Tefm;Stbd1;Eno3;Aox3;Fbp1;Uqcc3;Bnip3;Bloc1s1
GO:1901615	organic hydroxy compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:1901615	457	51	25.595154216694226	1.9925646693988535	1.8623652320304274e-6	7.561202842043535e-4	11607;11669;11806;11807;11814;12359;12724;13202;13478;13849;13850;14385;14473;14718;15360;15451;16816;16889;17777;18145;18797;18830;18979;18984;20280;20322;26458;26459;26889;50500;54150;56209;56448;56632;57320;65970;66113;67078;67815;73166;76500;81535;103161;109754;110198;110391;111175;217166;226144;227399;235623	Hpn;Ddt;Pon1;Sec14l2;Por;Apoa2;Qdpr;Pltp;Cyb5r3;Nr1d1;Sgpp1;Ephx2;Clcn2;Lima1;Npc1;Lipa;Tm7sf2;Plcb3;Got1;Erlin1;Pecr;Cln8;Cat;Sord;Slc27a2;Hmgcs2;Mttp;Scp2;Akr7a5;Park7;Aldh2;Slc27a5;Apoa5;Apoc3;Apoa1;Slc37a4;Dpagt1;Scap;Ip6k2;Gde1;Lcat;Gc;Ephx1;Rdh7;Ppip5k2;Pgp;Apof;Agtr1a;Sphk2;Cyp2d22;Ttpa
GO:0008202	steroid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0008202	276	35	15.457904953627148	2.2642136890476454	4.969514636909977e-6	0.001345081961723634	11607;11806;11807;11814;12359;12724;13106;13850;14385;14473;15360;15486;16816;16889;17777;18145;18979;18984;20280;20850;20851;26458;26459;26889;56448;65970;66113;67815;73166;74032;103161;109754;217166;226144;235623	Pon1;Sec14l2;Stat5a;Por;Apoa2;Cyb5r3;Nr1d1;Stat5b;Ephx2;Clcn2;Lima1;Npc1;Lipa;Tm7sf2;Erlin1;Cyp2e1;Cln8;Cat;Slc27a2;Hmgcs2;Mttp;Scp2;Slc27a5;Hsd17b2;Apoa5;Apoc3;Apoa1;Slc37a4;Scap;Sdr42e1;Lcat;Gc;Apof;Agtr1a;Cyp2d22
GO:0044282	small molecule catabolic process	http://amigo.geneontology.org/amigo/term/GO:0044282	328	39	18.37026385793371	2.1229961802185415	6.981306021502931e-6	0.001417205122365095	11669;12041;12894;14718;15233;15445;15586;15587;16548;16922;18979;20322;26458;30956;52430;52538;56189;56794;58810;66194;66968;70789;71761;74114;75894;76974;99586;102632;104174;107747;109685;110391;212647;224530;231691;234724;257635;270076;434437	Tat;Pon1;Crot;Gcdh;Hyal2;Hyal1;Plin5;Qdpr;Amdhd1;Hacl1;Pycrl;Hgd;Gldc;Cpt1a;Got1;Urah;Phyh;Kynu;Sord;Adal;Slc27a2;Echdc2;Akr1a1;Aldh4a1;Khk;Hpd;Aldh2;Sdsl;Sds;Aass;Aldh1l1;Bckdk;Amt;Dpyd;Hyal3;Acaa2;Prodh2;Acat3;Acad11
GO:0055088	lipid homeostasis	http://amigo.geneontology.org/amigo/term/GO:0055088	130	20	7.28089726076641	2.7469141897896714	3.515772174222942e-5	0.005709614010938058	11806;11807;11814;13660;13850;14385;14718;15378;15451;16816;17777;18145;18670;22433;65970;66113;66853;77371;109674;217166	Hpn;Apoa2;Hnf4a;Xbp1;Nr1d1;Ephx2;Lima1;Npc1;Ehd1;Got1;Pnpla2;Ampd2;Mttp;Apoa5;Apoc3;Apoa1;Slc37a4;Lcat;Sec24a;Abcb4
GO:0034248	regulation of cellular amide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0034248	349	38	19.546408800057517	1.9440911314557272	6.547193185024724e-5	0.008860534777066794	11848;12051;13144;13629;13636;14694;14786;15388;15473;17347;18626;18813;19290;19291;19652;20091;20181;20918;22121;23983;52575;53357;53817;53872;56403;56484;67843;69635;76846;80912;101122;108112;110954;192160;217869;234384;328572;100503670	Rps9;Rhoa;Rpl10;Hnrnpl;Rxra;Grb7;Ddx39b;Mknk2;Rack1;Per1;Eif5;Dapk1;Rida;Pa2g4;Caprin1;Efna1;Rps3a1;Pum1;Rbm3;Syncrip;Slc35a4;Dapk3;Eef2;Eif1;Mpv17l2;Pla2g6;Pura;Trmt10c;Foxo3;Rpusd3;Pcbp1;Bcl3;Ep300;Rpl5;Rpl13a;Casc3;Eif4ebp3;Purb
GO:0042737	drug catabolic process	http://amigo.geneontology.org/amigo/term/GO:0042737	151	21	8.457042202890214	2.4831376616310608	1.0285550619393291e-4	0.009254970071646662	11669;12359;13101;13105;13106;15233;15445;18171;18477;18984;21672;30956;56448;75894;93721;99586;104174;110391;234724;434437;545123	Tat;Prdx2;Por;Qdpr;Nr1i2;Hgd;Gldc;Cpn1;Cyp2e1;Cat;Adal;Prdx1;Hpd;Aldh2;Aass;Amt;Dpyd;Cyp2d22;Cyp2d11;Cyp2d9;Cyp2d10
GO:0018205	peptidyl-lysine modification	http://amigo.geneontology.org/amigo/term/GO:0018205	345	37	19.322381192033934	1.9148778627374377	1.1147448834814e-4	0.009254970071646662	14533;18626;18984;19697;19708;21761;21849;22378;30877;57320;59004;64384;66277;66315;67773;67956;68691;68845;69188;73046;74026;74343;75387;75410;75560;76901;77305;80886;81601;103136;208043;224727;225895;231915;328572;330817;331623	Pwp1;Pih1d1;Taf6l;Pias4;Senp3;Por;Trim28;Kmt2b;Wdr82;Jade2;Per1;Glrx5;Bag6;Dpf2;Kat5;Rela;Sirt3;Kansl1l;Crtc2;Park7;Kmt2e;Ep400;Sirt4;Klf15;Kat8;Wbp2;Bend3;Setd1b;Uspl1;Gnl3;Kmt5a;Msl1;Senp7;Ep300;Dhps;Morf4l1;Bloc1s1
GO:0006520	cellular amino acid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006520	260	30	14.56179452153282	2.0601856423422533	1.3570448358124487e-4	0.009254970071646662	12041;14431;14645;14718;15233;15378;15445;18453;30956;56189;56448;57320;66194;70789;71761;75387;75986;99586;100678;104174;107146;109900;110391;212647;229905;231691;234724;257635;270076;434437	Tat;Gcdh;Qdpr;Amdhd1;Hnf4a;Gamt;Pycrl;Hgd;Gldc;P4hb;Got1;Asl;Glul;Kynu;Aldh4a1;Park7;Hpd;Psph;Sirt4;Sdsl;Sds;Aass;Bckdk;Amt;Dpyd;Prodh2;Kyat3;Agmat;Cyp2d22;Glyat
GO:0072521	purine-containing compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0072521	481	47	26.939319864835717	1.744661715136683	1.3836476315476354e-4	0.009254970071646662	11515;11637;11814;11848;11947;13808;14121;14431;15360;15378;16548;17319;17434;20280;20504;20930;30956;52538;56248;56738;57320;66416;66445;66592;68087;68263;68550;68801;70456;70789;71679;71724;72900;74114;74156;75894;76974;99586;102247;107146;107197;109674;110385;209558;216974;270076;331623	Crot;Gcdh;Adcy9;Rhoa;Mocs2;Surf1;Hnf4a;Enpp3;Gamt;Dcakd;Slc17a1;Acot12;Pdhb;Cyc1;Ndufv2;Ak3;Atp5b;Urah;Mpc2;Kynu;Adal;Hmgcs2;Ampd2;Stoml2;Scp2;Ak2;Park7;Khk;Aass;Gpat4;Pde4c;Apoc3;Elovl5;Mif;Dpyd;Atp5h;Acaa2;Bend3;Ndufa7;Proca1;Tefm;Eno3;Glyat;Mocs1;Aox3;Fbp1;Uqcc3
